id,text,cat_val
1260,"@SubtleVery @Levannah6 @tns977 Also if one has symptoms of the disease it means YOUR BODY IS FIGHTING IT OFF. 
It means your immune system works. But vaxxed won’t know AND no symptoms means it could be killing you more lethally.",R
1261,"@leoniehaimson @NYCHealthCommr @kevinrschultz Brazilian &amp; S. African variants are more infectious AND human immune response to them is slower. (I couldn't tell if vaccinated and/or unvaccinated were in this part of the study).

Pfizer &amp; Moderna are about 90% effective ""in the real world,"" per study conducted Dec 20 - Mar 21.",R
1262,"I would Really like to ask the ""Pro-mRNA Crowd"" why would this MOTHER of Two Children that was Fully Vaxxed and Developed COVID Two Months After the Last of Two Vaxs- LIE?

@GVDBossche is being scientifically being proven right, daily - IMMUNE ESCAPE!
https://t.co/BHsmls04Q8",R
1263,"@seventoes @PeterHamby @jdawsey1 Have you literally ever heard of IMMUNE ESCAPE? 

It's not about no vaccine not being 100% Effective (although Pfizer latest lie is its mRNA Jab is 100% Effective for Teens).

It is about #INFORMEDCONSENT to let individuals know the risk:

https://t.co/b4kB6A12wn",R
1264,"I’ve had COVID and I would rather get covid again then ever get their poisonous, experimental jab- the immune system is a remarkable thing, strengthen it, and take care of it #JUSTSAYNO #NoVaccinePassports #NoVaccineForMe #COVID19",R
1265,"No vaccine but healthy food will boost your immune system!!! #NoVaccineForMe  #healthylifestyle #healthyfoodimmunesystem
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/Y1DM7LnITg",R
1266,"@nypost Why are #THEY lying to US? What do they seek to accomplish by vaxxing US with an experimental whaccine void of FDA approval? What's the end game? It definitely is NOT health &amp; well being. ""Hold the arms. Hold the legs. Everyone gets vaxxed. No one escapes."" This is #USBiowarfare! https://t.co/cfI60cD9FD",R
1267,Top 10 side effects of covid vaccine that tells you it's working: 1. Instant death. 2. Severe pain 3. Fever 4. Positive covid test 5. Headaches 6. Identifying a new gender 7. Righteousness toward the unvaccinated mendicants 8. Feel invincible 9. Irrational fear of unmasked 10. 🤔,R
1268,"@KwameA007 @BorisJohnson is a Globalist Fascist liar and stupid too. He admits that the vaccinated can still spread and catch the disease, so how exactly are they any different than the unvaccinated. If I were Boris, I would monitor deaths and side effects of the vaccinated.",R
1269,"@michaelwhite I agree, and BBC is wrong to play it down. However, the government want to keep #COVIDvaccine dangerous side effect problems hushed up until everyone's been vaxxed. How devious and cynical is that? #AstraZeneca #Thrombosis",R
1270,"France Registers Two New Fatal Thrombosis Cases After Vaccination With #Astrazeneca Drug, while regulators/govts keep up the standard denials that vax had anything to do with the deaths/injuries #Scamdemic #Plandemic #VaccineInjury https://t.co/21s6iWfkBc",R
1271,@wolfman_55 @kejamieson_ I'm not talking just about the AZ nor the thrombosis a few people have had. Some people are allergic to some of the compounds in them.same as some people are allergic to nuts etc So like I already asked do you believe people who vcant be vaxxed should isolate permanently,R
1272,"@JohnRuddick2 Actually a large percentage of people I know who have been vaxxed had side effects that under less hysterical circumstances would basically be ruled as an allergy and it would be deemed not worth having the second dose. But yeah, I guess at least they haven't died of blood clots.",R
1273,@standardnews @KayBurley This is only the tip of the iceberg. Just posted a case where they put „blood clots“ in the death certificate without reporting because it happened weeks later. Additionally vaccines do cause so many side effects. The #vaccineinjury story of my son. https://t.co/uCk8Wz77Rk,R
1274,"They all say they'd rather the side effects than covid, because another unvaccinated relie a 57 yo male is very sick with covid",R
1275,"Number of COVID Vaccine Injuries Reported to VAERS Surpasses 50,000, CDC Data Show #VaccineInjury #BigPharma #FireFauci #BillGatesBioTerrorist https://t.co/PHreD0qikW",R
1276,"And the murders continue in the name of saving you CDC: 2,050 DEAD Following so called #CovidVaccines as 300+ Deaths Added This Week – 16 Deaths from New Johnson &amp; Johnson vax MSM continues #VAERS data blackout #Scamdemic #Plandemic #VaccineInjury https://t.co/SUEjgpD54M",R
1277,"WHY are so many people refusing to believe that psychiatric medications are harmful to some people? If it’s not applicable to you, then move on, but don’t discount the experiences of thousands (millions?) of people. #InformedConsent https://t.co/hfgy06dKre",R
1278,@KFLAPH @MOHKFLA @IanArthurMPP @MarkGerretsen @MayorPaterson Check out some of the real life stories of injuries. #informedconsent #NurembergCode #Nuremberg2021 https://t.co/dTIWAtktZz,R
1279,"We have two important topics that urgently need discussion : 1) Should naturally immune persons get vaccinated? 2) Should children under 16 get vaccinated? If clear and timely guidance are not issued immediately, it may be a moot point. #InformedConsent",R
1280,"""The United Nations (UN) and WHO are legally obligated to uphold the right to informed consent yet have instead been complicit in violating it."" #COVID19 #Vaccines #InformedConsent #UN #WHO https://t.co/myT2vJjP5g https://t.co/rHkodS35hH",R
1281,Obituary: Kansas Woman Died After Receiving a COVID-19 Vaccine - The Vaccine Reaction Watch the video on TVR and subscribe today! Stay Connected. Stay Informed. #NVIC #VaccineFreedom #InformedConsent @NVICLoeDown https://t.co/fHmEdxp2Or,R
1282,"@njdotcom Hey NJ . com, when are you ever going to report on this? There have now been 50,861 cases of adverse reactions, some permanent, including 2,249 deaths, reported to VAERS after Covid19 vaccinations. #InformedConsent https://t.co/b3buuwDLNr",R
1283,"Question 7: How much #aluminum is in vaccines? To learn more about aluminum in #vaccines, read the entire Aluminum Vaccine Risk Statement here: https://t.co/bsZ64Dv33q #Adjuvants #Physicians4InformedConsent #1stDoNoHarm #Vaccination #InformedConsent #Science #Statistics https://t.co/2yVJDxK6PQ",R
1284,#InformedConsent? Doctors have been warned and they must inform patients. Does the benefit outweigh the risk? Everyone can make their own decision. #MyBodyMyChoice https://t.co/IPKXKxhQYN,R
1285,"Given the potential for adverse effects, potentially fatal ones, it is completely inappropriate and unacceptable that EMA permits these products, which hold only emergency use authorisations, to be administered to younger (&lt;60y) people who are healthy, 1/ #InformedConsent https://t.co/6exHLvKzba",R
1286,for whom — in the absence of “vaccination” — COVID-19 poses no substantive risk. Such is the real risk-benefit analysis of the COVID-19 “vaccines”. Either the EMA @EMA_News lacks the subject-matter expertise to appreciate the molecular science 6/ #InformedConsent,R
1287,#informedconsent means nothing for a drug #trial group other than they've signed away their legal recourse should they come to harm or death due to the medication or #vaccine.,R
1288,"@WWJ950 @DetroitRedWings .@cityofdetroit Pushing the J&amp;J vax while yet another country pulls the same viral vector AZ vaccine off the market, I hope you all see jail time some day for violating human rights, &amp; pushing an experimental shot. #InformedConsent #LabRat @sdaviswwj https://t.co/pq6VlyJnDa",R
1289,"“It is simply no longer possible to believe much of the clinical research that is published, or to rely on the judgment of trusted physicians or authoritative medical guidelines.” #Vaccines #InformedConsent https://t.co/4VxNlml8zE",R
1290,"@NBSaphierMD If it weren’t for bad advice, they’d give no advice at all. What good is having diversity if you tell any ‘questioning’ or divergent opinions to shut up and sit down because I’m the expert and I’m from the government. #InformedConsent #ShowYourWork #ScienceExplainsTheData",R
1291,"Breaking, Newport Beach, CA: Physicians for Informed Consent Publishes New Educational Document on Risk of Aluminum in Vaccines https://t.co/LNd8mQ4Qwm #Aluminum #Adjuvants #Physicians4InformedConsent #1stDoNoHarm #Vaccines #Vaccination #InformedConsent #Science #Statistics https://t.co/EEUwQ5XFxO",R
1292,"@cov19treatments For your information, @Facebook page on #Covid19 https://t.co/X3hl7DwXsW Read full text as it's a denial of science and right to hold an informed opinion #Fascism #Totalitarianism Will #Facebook pay compensation for one's #Covax adverse react? Denial of #InformedConsent https://t.co/TrkiX73vgU",R
1293,Meanwhile #ScottMorrison &amp; CMO Paul Kelly jumped the queue to get Pfizer whilst most Australia 🇦🇺 waits on the suspect budget version Aston Zeneca 😡 #auspol #BloodClots #skynews #9News #7NEWS https://t.co/SM1Vkzsni7,R
1294,@NSWHealth @NSWCHO @acypNSW I hope you are disclosing the fact that there is a much higher risk of receiving a life-threatening blood clot - pro-thrombotic thrombocytopenia from the AstraZeneca 💉 than there is of dying from #COVID. This is even more applicable in Australia 🇦🇺 #InformedConsent https://t.co/aph5R3gp5m,R
1295,@BBCBreakfast if bloodclots had nothing to do with Oxford jab there would be the same incidences of clots in those vaxxed with Pfizer This is a cover up. My blood is prone to clotting I am on drugs but they assure me its safe. They just dont know It is still a trial you muppets!,R
1296,Unvxed or not experimented on? My family will definitely not be part of their mass gene trials but also have never had conventional vx either. Consequently my 5 children have never had to go to the drs or hospital. Vaccines may have eradicated illnesses but I feel caused worse. https://t.co/eRlpgzaPgm,R
1297,The jab is not a vaccine and I will not be part of an experimental trial of gene therapy.,R
1298,"@finnie_claire @JamesMelville If Vax works, the. Unvaxxed kids are not a danger to Vaxxed kids. Right now people Vaxxed with the trial gene therapy are more if a danger to the unvaxxed than th other way round.",R
1299,"If you have taken the mRNA jab do your part and stay at home. You enrolled in a human trial for a experimental gene therapy. No one knows the risks of being close to a genetically modified human, so please isolate yourself from the healthy unvaccinated members of society.",R
